"sample","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15"
"K00018..hprA..glycerate.dehydrogenase..EC.1.1.1.29.","1","2","0","3","2","0","0","0","0","3","0","0","0","0","0"
"K00019..E1.1.1.30..bdh..3.hydroxybutyrate.dehydrogenase..EC.1.1.1.30.","1","0","0","0","0","0","1","0","2","2","0","1","1","2","0"
"K00020..HIBADH..mmsB..3.hydroxyisobutyrate.dehydrogenase..EC.1.1.1.31.","1","0","2","0","1","0","2","0","1","0","2","0","1","2","1"
"K00021..HMGCR..hydroxymethylglutaryl.CoA.reductase..NADPH...EC.1.1.1.34.","4","2","7","2","2","3","1","6","7","2","6","0","1","4","4"
"K00022..HADH..3.hydroxyacyl.CoA.dehydrogenase..EC.1.1.1.35.","3","3","2","0","0","1","2","1","2","5","3","2","2","4","1"
"K00023..phbB..acetoacetyl.CoA.reductase..EC.1.1.1.36.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K00024..mdh..malate.dehydrogenase..EC.1.1.1.37.","4","1","0","1","6","3","0","1","1","0","0","0","1","0","0"
"K00026..MDH2..malate.dehydrogenase..EC.1.1.1.37.","4","0","2","0","2","1","1","2","1","0","0","2","0","1","1"
"K00027..ME2..sfcA..maeA..malate.dehydrogenase..oxaloacetate.decarboxylating...EC.1.1.1.38.","0","6","0","0","2","1","1","2","1","0","4","1","5","2","0"
"K00029..E1.1.1.40..maeB..malate.dehydrogenase..oxaloacetate.decarboxylating..NADP....EC.1.1.1.40."," 8"," 4"," 4"," 2","11"," 5"," 5"," 2"," 4"," 3"," 3"," 5"," 1"," 4"," 2"
"K00030..IDH3..isocitrate.dehydrogenase..NAD....EC.1.1.1.41.","2","2","7","4","1","4","2","4","3","3","3","4","0","3","2"
"K00031..IDH1..IDH2..icd..isocitrate.dehydrogenase..EC.1.1.1.42.","17","21","10"," 9","12","10","25","13","20","14","16","20","22","16","16"
"K00032..E1.1.1.43..phosphogluconate.2.dehydrogenase..EC.1.1.1.43.","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"K00033..PGD..gnd..gntZ..6.phosphogluconate.dehydrogenase..EC.1.1.1.44.1.1.1.343."," 6","11","10","11","14"," 8"," 7"," 4","14","14","13"," 9","10"," 5","10"
"K00034..gdh..glucose.1.dehydrogenase..EC.1.1.1.47.","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1"
"K00035..gal..D.galactose.1.dehydrogenase..EC.1.1.1.48.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K00036..G6PD..zwf..glucose.6.phosphate.1.dehydrogenase..EC.1.1.1.49.1.1.1.363.","8","8","4","3","5","1","4","2","4","4","4","3","3","7","4"
"K00040..uxuB..fructuronate.reductase..EC.1.1.1.57.","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"K00041..uxaB..tagaturonate.reductase..EC.1.1.1.58.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K00046..idnO..gluconate.5.dehydrogenase..EC.1.1.1.69.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K00048..fucO..lactaldehyde.reductase..EC.1.1.1.77.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K00052..leuB..IMDH..3.isopropylmalate.dehydrogenase..EC.1.1.1.85.","1","0","2","0","0","0","0","0","1","0","0","0","0","0","0"
"K00053..ilvC..ketol.acid.reductoisomerase..EC.1.1.1.86.","2","2","1","0","3","0","0","0","0","0","0","0","0","0","0"
"K00054..mvaA..hydroxymethylglutaryl.CoA.reductase..EC.1.1.1.88.","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"K00055..E1.1.1.90..aryl.alcohol.dehydrogenase..EC.1.1.1.90.","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K00057..gpsA..glycerol.3.phosphate.dehydrogenase..NAD.P.....EC.1.1.1.94.","3","4","2","1","6","0","0","0","1","0","2","0","0","0","1"
"K00058..serA..PHGDH..D.3.phosphoglycerate.dehydrogenase...2.oxoglutarate.reductase..EC.1.1.1.95.1.1.1.399.","2","7","8","2","3","6","4","5","2","7","4","2","3","3","7"
"K00059..fabG..OAR1..3.oxoacyl..acyl.carrier.protein..reductase..EC.1.1.1.100.","7","8","2","5","8","0","0","2","2","3","3","3","3","1","2"
"K00060..tdh..threonine.3.dehydrogenase..EC.1.1.1.103.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K00064..E1.1.1.122..D.threo.aldose.1.dehydrogenase..EC.1.1.1.122.","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"K00065..kduD..2.dehydro.3.deoxy.D.gluconate.5.dehydrogenase..EC.1.1.1.127.","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0"
"K00067..rfbD..rmlD..dTDP.4.dehydrorhamnose.reductase..EC.1.1.1.133.","8","8","0","3","4","0","2","1","0","0","1","3","4","3","0"
"K00074..paaH..hbd..fadB..mmgB..3.hydroxybutyryl.CoA.dehydrogenase..EC.1.1.1.157.","1","0","0","1","0","0","0","2","0","1","0","1","2","0","0"
"K00075..murB..UDP.N.acetylmuramate.dehydrogenase..EC.1.3.1.98.","6","1","0","1","4","0","0","0","0","0","0","0","0","0","0"
"K00077..panE..apbA..2.dehydropantoate.2.reductase..EC.1.1.1.169.","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0"
"K00078..DHDH..dihydrodiol.dehydrogenase...D.xylose.1.dehydrogenase..NADP...EC.1.3.1.20.1.1.1.179.","0","0","2","2","0","0","0","0","0","1","0","0","0","0","1"
"K00079..CBR1..carbonyl.reductase.1..EC.1.1.1.184.1.1.1.189.1.1.1.197.","0","0","0","0","2","0","0","0","2","0","0","0","1","0","0"
"K00086..dhaT..1.3.propanediol.dehydrogenase..EC.1.1.1.202.","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"K00088..IMPDH..guaB..IMP.dehydrogenase..EC.1.1.1.205.","14","12","11"," 9","13"," 9","11"," 4"," 7","10"," 5"," 5"," 4"," 7","15"
"K00090..ghrB..glyoxylate.hydroxypyruvate.2.ketogluconate.reductase..EC.1.1.1.79.1.1.1.81.1.1.1.215.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K00091..E1.1.1.219..dihydroflavonol.4.reductase..EC.1.1.1.219.","1","5","1","0","8","0","0","0","0","0","0","0","0","0","0"
"K00097..pdxA..4.hydroxythreonine.4.phosphate.dehydrogenase..EC.1.1.1.262.","2","4","0","2","4","0","0","0","0","0","0","0","0","0","0"
"K00098..idnD..L.idonate.5.dehydrogenase..EC.1.1.1.264.","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"K00099..dxr..1.deoxy.D.xylulose.5.phosphate.reductoisomerase..EC.1.1.1.267.","3","7","0","2","2","0","0","0","1","0","0","0","1","0","0"
"K00100..bdhAB..butanol.dehydrogenase..EC.1.1.1...","1","0","0","1","3","0","0","0","0","0","0","0","0","0","0"
"K00101..lldD..L.lactate.dehydrogenase..cytochrome...EC.1.1.2.3.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K00102..LDHD..dld..D.lactate.dehydrogenase..cytochrome...EC.1.1.2.4.","1","7","2","1","1","1","3","1","2","2","0","1","0","2","2"
"K00104..glcD..glycolate.oxidase..EC.1.1.3.15.","2","1","0","1","1","2","0","0","1","1","1","5","0","5","3"
"K00105..E1.1.3.21..alpha.glycerophosphate.oxidase..EC.1.1.3.21.","3","3","0","0","5","0","0","0","0","0","0","0","0","0","0"
"K00106..XDH..xanthine.dehydrogenase.oxidase..EC.1.17.1.4.1.17.3.2."," 2"," 5"," 1"," 5"," 4"," 3","10"," 2"," 2","10"," 8"," 1"," 6"," 8"," 2"
"K00108..betA..CHDH..choline.dehydrogenase..EC.1.1.99.1.","3","3","1","3","6","4","2","3","8","9","2","4","4","2","3"
"K00111..glpA..glpD..glycerol.3.phosphate.dehydrogenase..EC.1.1.5.3.","1","1","3","0","8","2","2","0","2","1","5","0","1","4","2"
"K00113..glpC..glycerol.3.phosphate.dehydrogenase.subunit.C","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K00114..exaA..alcohol.dehydrogenase..cytochrome.c...EC.1.1.2.8.","0","0","1","0","0","0","1","1","0","0","0","0","0","1","0"
"K00117..gcd..quinoprotein.glucose.dehydrogenase..EC.1.1.5.2.","0","0","0","0","0","0","0","1","0","2","1","3","0","1","1"
"K00119..E1.1.99.36..alcohol.dehydrogenase..nicotinoprotein...EC.1.1.99.36.","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"K00121..frmA..ADH5..adhC..S..hydroxymethyl.glutathione.dehydrogenase...alcohol.dehydrogenase..EC.1.1.1.284.1.1.1.1.","10","15","10","11"," 6"," 7"," 8","13"," 6","10"," 9","16"," 8"," 8","10"
"K00122..FDH..formate.dehydrogenase..EC.1.17.1.9.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K00123..fdoG..fdhF..fdwA..formate.dehydrogenase.major.subunit..EC.1.17.1.9.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K00124..fdoH..fdsB..formate.dehydrogenase.iron.sulfur.subunit","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0"
"K00127..fdoI..fdsG..formate.dehydrogenase.subunit.gamma","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K00128..ALDH..aldehyde.dehydrogenase..NAD....EC.1.2.1.3.","35","29","26","27","29","28","33","23","37","34","26","28","15","35","32"
"K00129..ALDH3..aldehyde.dehydrogenase..NAD.P.....EC.1.2.1.5.","1","3","0","1","1","2","3","2","2","0","8","0","1","0","3"
"K00130..betB..gbsA..betaine.aldehyde.dehydrogenase..EC.1.2.1.8.","3","2","2","3","2","0","0","2","3","1","3","3","2","3","2"
"K00131..gapN..glyceraldehyde.3.phosphate.dehydrogenase..NADP....EC.1.2.1.9.","4","1","0","0","3","0","0","0","0","0","0","0","0","0","0"
"K00133..asd..aspartate.semialdehyde.dehydrogenase..EC.1.2.1.11.","4","5","0","1","6","0","0","0","0","0","0","0","0","0","0"
"K00134..GAPDH..gapA..glyceraldehyde.3.phosphate.dehydrogenase..EC.1.2.1.12.","275","242","257","226","255","269","199","198","263","244","248","189","227","301","257"
"K00135..gabD..succinate.semialdehyde.dehydrogenase...glutarate.semialdehyde.dehydrogenase..EC.1.2.1.16.1.2.1.79.1.2.1.20.","5","5","3","3","5","8","5","3","5","2","8","3","0","2","3"
"K00137..prr..aminobutyraldehyde.dehydrogenase..EC.1.2.1.19.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K00138..aldB..aldehyde.dehydrogenase..EC.1.2.1...","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0"
"K00140..mmsA..iolA..ALDH6A1..malonate.semialdehyde.dehydrogenase..acetylating....methylmalonate.semialdehyde.dehydrogenase..EC.1.2.1.18.1.2.1.27.","0","1","2","0","0","0","2","1","2","0","2","0","0","0","1"
"K00141..xylC..benzaldehyde.dehydrogenase..NAD...EC.1.2.1.28.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K00145..argC..N.acetyl.gamma.glutamyl.phosphate.reductase..EC.1.2.1.38.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K00146..feaB..phenylacetaldehyde.dehydrogenase..EC.1.2.1.39.","6","4","0","1","3","4","3","0","4","1","3","5","5","2","2"
"K00147..proA..glutamate.5.semialdehyde.dehydrogenase..EC.1.2.1.41.","5","1","0","2","1","2","1","0","0","0","1","1","0","0","0"
"K00148..fdhA..glutathione.independent.formaldehyde.dehydrogenase..EC.1.2.1.46.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K00150..gap2..glyceraldehyde.3.phosphate.dehydrogenase..NAD.P....EC.1.2.1.59.","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0"
"K00151..hpaE..hpcC..5.carboxymethyl.2.hydroxymuconic.semialdehyde.dehydrogenase..EC.1.2.1.60.","0","2","0","0","0","0","0","0","0","1","0","0","0","1","0"
"K00154..E1.2.1.68..coniferyl.aldehyde.dehydrogenase..EC.1.2.1.68.","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0"
"K00155..LNAA..LNBA..L.tyrosine.reductase..EC.1.2.1.101.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K00156..poxB..pyruvate.dehydrogenase..quinone...EC.1.2.5.1.","1","0","0","1","3","0","0","0","0","0","0","0","0","0","0"
"K00158..E1.2.3.3..poxL..pyruvate.oxidase..EC.1.2.3.3.","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0"
"K00161..PDHA..pdhA..pyruvate.dehydrogenase.E1.component.alpha.subunit..EC.1.2.4.1.","2","4","4","4","3","1","1","6","4","0","0","2","2","7","3"
"K00162..PDHB..pdhB..pyruvate.dehydrogenase.E1.component.beta.subunit..EC.1.2.4.1.","4","2","7","2","3","3","3","4","4","5","3","4","2","4","4"
"K00163..aceE..pyruvate.dehydrogenase.E1.component..EC.1.2.4.1.","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0"
"K00164..OGDH..sucA..2.oxoglutarate.dehydrogenase.E1.component..EC.1.2.4.2."," 4","10"," 6"," 8"," 6"," 6"," 4"," 1"," 4"," 3"," 6"," 4"," 4"," 8"," 8"
"K00166..BCKDHA..bkdA1..2.oxoisovalerate.dehydrogenase.E1.component.alpha.subunit..EC.1.2.4.4.","3","2","3","3","2","1","0","2","2","1","4","0","2","0","1"
"K00167..BCKDHB..bkdA2..2.oxoisovalerate.dehydrogenase.E1.component.beta.subunit..EC.1.2.4.4.","3","3","3","1","7","4","4","4","2","4","5","4","1","3","2"
"K00170..porB..pyruvate.ferredoxin.oxidoreductase.beta.subunit..EC.1.2.7.1.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K00172..porC..porG..pyruvate.ferredoxin.oxidoreductase.gamma.subunit..EC.1.2.7.1.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K00174..korA..oorA..oforA..2.oxoglutarate.2.oxoacid.ferredoxin.oxidoreductase.subunit.alpha..EC.1.2.7.3.1.2.7.11."," 2","15"," 0"," 5"," 5"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"
"K00175..korB..oorB..oforB..2.oxoglutarate.2.oxoacid.ferredoxin.oxidoreductase.subunit.beta..EC.1.2.7.3.1.2.7.11.","3","5","0","2","2","0","0","0","1","0","0","0","0","0","0"
"K00176..korD..oorD..2.oxoglutarate.ferredoxin.oxidoreductase.subunit.delta..EC.1.2.7.3.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K00177..korC..oorC..2.oxoglutarate.ferredoxin.oxidoreductase.subunit.gamma..EC.1.2.7.3.","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"K00179..iorA..indolepyruvate.ferredoxin.oxidoreductase..alpha.subunit..EC.1.2.7.8.","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"K00184..dmsB..dimethyl.sulfoxide.reductase.iron.sulfur.subunit","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K00187..vorB..2.oxoisovalerate.ferredoxin.oxidoreductase.beta.subunit..EC.1.2.7.7.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K00188..vorD..2.oxoisovalerate.ferredoxin.oxidoreductase.delta.subunit..EC.1.2.7.7.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K00196..cooF..anaerobic.carbon.monoxide.dehydrogenase.iron.sulfur.subunit","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"K00198..cooS..acsA..anaerobic.carbon.monoxide.dehydrogenase.catalytic.subunit..EC.1.2.7.4.","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K00200..fwdA..fmdA..formylmethanofuran.dehydrogenase.subunit.A..EC.1.2.7.12.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K00208..fabI..enoyl..acyl.carrier.protein..reductase.I..EC.1.3.1.9.1.3.1.10.","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K00213..DHCR7..7.dehydrocholesterol.reductase..EC.1.3.1.21.","4","2","1","0","3","4","0","3","5","2","2","0","1","1","2"
"K00215..dapB..4.hydroxy.tetrahydrodipicolinate.reductase..EC.1.17.1.8.","3","3","0","0","9","0","0","0","0","0","0","0","0","0","0"
"K00218..por..protochlorophyllide.reductase..EC.1.3.1.33.","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"K00219..fadH..2.4.dienoyl.CoA.reductase..NADPH2...EC.1.3.1.34.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K00220..tyrC..cyclohexadieny.prephenate.dehydrogenase..EC.1.3.1.43.1.3.1.12.","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"K00222..TM7SF2..ERG24..Delta14.sterol.reductase..EC.1.3.1.70.","1","2","3","1","4","3","2","3","3","1","6","3","2","4","0"
"K00224..CEQORH..chloroplastic.oxoene.reductase..EC.1.3.1...","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"K00226..pyrD..dihydroorotate.dehydrogenase..fumarate...EC.1.3.98.1.","0","2","0","0","3","0","0","0","0","0","0","0","0","0","0"
"K00227..SC5DL..ERG3..Delta7.sterol.5.desaturase..EC.1.14.19.20.","2","0","0","0","0","1","1","0","0","0","1","4","0","1","0"
"K00228..CPOX..hemF..coproporphyrinogen.III.oxidase..EC.1.3.3.3.","2","2","4","1","1","1","3","1","0","0","3","2","3","1","3"
"K00231..PPOX..hemY..protoporphyrinogen.coproporphyrinogen.III.oxidase..EC.1.3.3.4.1.3.3.15.","0","6","1","4","4","1","4","0","0","0","0","0","0","0","2"
"K00232..E1.3.3.6..ACOX1..ACOX3..acyl.CoA.oxidase..EC.1.3.3.6.","2","1","2","1","2","1","1","1","1","3","0","3","3","0","0"
"K00234..SDHA..SDH1..succinate.dehydrogenase..ubiquinone..flavoprotein.subunit..EC.1.3.5.1."," 3"," 6"," 5"," 4"," 6"," 4","13"," 6","11"," 9"," 5"," 4","10","12"," 3"
"K00235..SDHB..SDH2..succinate.dehydrogenase..ubiquinone..iron.sulfur.subunit..EC.1.3.5.1.","6","3","1","0","1","2","2","1","3","1","0","1","1","2","1"
"K00239..sdhA..frdA..succinate.dehydrogenase...fumarate.reductase..flavoprotein.subunit..EC.1.3.5.1.1.3.5.4.","17","11"," 5"," 7"," 3"," 2"," 5"," 6"," 5"," 6"," 1"," 4"," 2"," 2"," 5"
"K00240..sdhB..frdB..succinate.dehydrogenase...fumarate.reductase..iron.sulfur.subunit..EC.1.3.5.1.1.3.5.4."," 8"," 5"," 5","10"," 6"," 5"," 5"," 5"," 6"," 7"," 5"," 3"," 4"," 5"," 4"
"K00241..sdhC..frdC..succinate.dehydrogenase...fumarate.reductase..cytochrome.b.subunit","5","2","0","1","2","0","1","1","1","0","0","1","0","0","2"
"K00243..K00243..uncharacterized.protein","4","2","0","1","4","0","0","0","0","0","0","0","0","0","0"
"K00245..frdB..fumarate.reductase.iron.sulfur.subunit..EC.1.3.5.4.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K00248..ACADS..bcd..butyryl.CoA.dehydrogenase..EC.1.3.8.1.","1","0","1","4","2","2","3","1","0","1","1","2","0","0","3"
"K00249..ACADM..acd..acyl.CoA.dehydrogenase..EC.1.3.8.7.","14","14","12","18","17","12","18","12","15","12","11","10","13"," 9"," 8"
"K00252..GCDH..gcdH..glutaryl.CoA.dehydrogenase..EC.1.3.8.6."," 9","12","11","10"," 9","12"," 7"," 7","12"," 9","13","11"," 6"," 6","13"
"K00253..IVD..ivd..isovaleryl.CoA.dehydrogenase..EC.1.3.8.4."," 4"," 3"," 6"," 5"," 3"," 6"," 7"," 5"," 6"," 4"," 4","14"," 4"," 4"," 9"
"K00254..DHODH..pyrD..dihydroorotate.dehydrogenase..EC.1.3.5.2.","1","2","0","2","1","2","1","0","3","1","2","0","3","1","1"
"K00257..mbtN..fadE14..acyl.ACP.dehydrogenase..EC.1.3.99...","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"K00259..ald..alanine.dehydrogenase..EC.1.4.1.1.","0","4","0","0","2","0","0","0","0","0","0","0","0","0","0"
"K00261..GLUD1_2..gdhA..glutamate.dehydrogenase..NAD.P.....EC.1.4.1.3.","6","4","1","0","5","0","5","1","6","3","3","0","2","1","4"
"K00262..E1.4.1.4..gdhA..glutamate.dehydrogenase..NADP....EC.1.4.1.4."," 6","12"," 0"," 2"," 7"," 1"," 4"," 0"," 1"," 0"," 1"," 1"," 1"," 0"," 0"
"K00264..GLT1..glutamate.synthase..NADH...EC.1.4.1.14.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K00265..gltB..glutamate.synthase..NADPH..large.chain..EC.1.4.1.13.","3","3","1","3","6","0","1","0","0","1","0","0","0","0","1"
"K00266..gltD..glutamate.synthase..NADPH..small.chain..EC.1.4.1.13.","8","7","0","1","9","0","0","0","0","0","0","0","1","0","0"
"K00273..DAO..aao..D.amino.acid.oxidase..EC.1.4.3.3.","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"K00274..MAO..aofH..monoamine.oxidase..EC.1.4.3.4.","2","0","3","2","0","0","1","0","0","1","1","1","3","1","0"
"K00275..pdxH..PNPO..pyridoxamine.5..phosphate.oxidase..EC.1.4.3.5.","2","2","1","2","1","1","0","1","3","0","1","2","1","1","1"
"K00276..AOC3..AOC2..tynA..primary.amine.oxidase..EC.1.4.3.21.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K00278..nadB..L.aspartate.oxidase..EC.1.4.3.16.","3","5","0","0","3","1","0","1","1","2","0","1","2","0","3"
"K00281..GLDC..gcvP..glycine.dehydrogenase..EC.1.4.4.2.","13"," 8","11","10"," 7","15","16"," 8","11","11","15"," 6"," 8"," 9","10"
"K00282..gcvPA..glycine.dehydrogenase.subunit.1..EC.1.4.4.2.","0","5","0","1","5","0","0","0","0","0","0","0","0","0","0"
"K00283..gcvPB..glycine.dehydrogenase.subunit.2..EC.1.4.4.2.","2","6","0","0","3","0","0","0","0","0","0","0","0","0","0"
"K00284..GLU..gltS..glutamate.synthase..ferredoxin...EC.1.4.7.1.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K00285..dadA..D.amino.acid.dehydrogenase..EC.1.4.5.1.","0","0","0","1","1","2","0","0","0","0","0","0","0","0","0"
"K00286..proC..pyrroline.5.carboxylate.reductase..EC.1.5.1.2.","2","2","0","0","5","0","0","1","1","0","0","0","1","0","1"
"K00287..DHFR..folA..dihydrofolate.reductase..EC.1.5.1.3.","0","1","0","2","2","0","0","0","0","0","0","0","0","0","0"
"K00288..MTHFD..methylenetetrahydrofolate.dehydrogenase..NADP.....methenyltetrahydrofolate.cyclohydrolase...formyltetrahydrofolate.synthetase..EC.1.5.1.5.3.5.4.9.6.3.4.3."," 7","15","13","13","10","14"," 9"," 6","20","11","15"," 9","11"," 8","15"
"K00290..LYS1..saccharopine.dehydrogenase..NAD...L.lysine.forming...EC.1.5.1.7.","4","4","0","1","6","0","0","0","0","2","0","0","0","0","0"
"K00293..LYS9..saccharopine.dehydrogenase..NADP...L.glutamate.forming...EC.1.5.1.10.","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"K00294..E1.2.1.88..1.pyrroline.5.carboxylate.dehydrogenase..EC.1.2.1.88.","4","2","5","2","1","2","0","3","6","4","2","1","2","2","6"
"K00297..metF..MTHFR..methylenetetrahydrofolate.reductase..NADPH...EC.1.5.1.20.","3","4","0","1","6","1","0","2","3","0","2","0","2","0","1"
"K00299..ssuE..FMN.reductase..EC.1.5.1.38.","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"K00301..E1.5.3.1..sarcosine.oxidase..EC.1.5.3.1.","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K00302..soxA..sarcosine.oxidase..subunit.alpha..EC.1.5.3.1.","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"K00303..soxB..sarcosine.oxidase..subunit.beta..EC.1.5.3.1.","0","0","0","0","0","0","1","0","2","0","0","0","0","1","0"
"K00306..PIPOX..sarcosine.oxidase...L.pipecolate.oxidase..EC.1.5.3.1.1.5.3.7.","0","2","1","0","1","0","1","0","2","1","0","0","0","0","1"
"K00311..ETFDH..electron.transferring.flavoprotein.dehydrogenase..EC.1.5.5.1.","5","2","1","8","5","6","3","6","5","3","5","2","4","5","6"
"K00313..fixC..electron.transfer.flavoprotein.quinone.oxidoreductase..EC.1.5.5...","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"K00314..SARDH..sarcosine.dehydrogenase..EC.1.5.8.3.","1","2","0","2","0","0","0","2","1","1","0","0","0","3","1"
"K00315..DMGDH..dimethylglycine.dehydrogenase..EC.1.5.8.4.","0","1","2","0","0","0","0","0","0","1","0","0","0","1","0"
"K00318..PRODH..fadM..putB..proline.dehydrogenase..EC.1.5.5.2.","0","0","0","0","1","0","0","1","0","1","1","1","0","0","1"
"K00322..sthA..udhA..NAD.P..transhydrogenase..EC.1.6.1.1.","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
