"sample","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15"
"M00034..Methionine.salvage.pathway"," 616"," 171"," 565"," 453"," 715"," 412"," 749"," 498","2442","2135","1457","1503"," 755","1103"," 779"
"M00035..Methionine.degradation"," 830"," 189"," 825"," 581"," 913"," 508"," 927"," 594","2882","2581","1783","1853"," 896","1262"," 951"
"M00036..Leucine.degradation..leucine....acetoacetate...acetyl.CoA","1762"," 435","1361","1318","1968","1185","1812","1514","4706","4077","3303","3562","1995","2703","2058"
"M00037..Melatonin.biosynthesis..tryptophan....serotonin....melatonin","78","13","25","62","76","14","26","25","65","67","41","37","40","23","21"
"M00038..Tryptophan.metabolism..tryptophan....kynurenine....2.aminomuconate","130"," 23"," 96"," 95","183","114","210","159","596","533","325","412","157","323","217"
"M00039..Monolignol.biosynthesis..phenylalanine.tyrosine....monolignol"," 4"," 0"," 0"," 0"," 3"," 2"," 1"," 4"," 8","10"," 5"," 5"," 1"," 3"," 4"
"M00040..Tyrosine.biosynthesis..chorismate....arogenate....tyrosine","10"," 1"," 7"," 4","13"," 2","10"," 7","26","10","11","23","12"," 7"," 6"
"M00042..Catecholamine.biosynthesis..tyrosine....dopamine....noradrenaline....adrenaline","82","16","25","69","83","19","33","27","77","76","49","43","48","26","21"
"M00044..Tyrosine.degradation..tyrosine....homogentisate","139"," 36","394"," 92","144"," 90","139"," 85","349","282","354","228","162","186","154"
"M00045..Histidine.degradation..histidine....N.formiminoglutamate....glutamate"," 2"," 0","54"," 2"," 3"," 3"," 3"," 0"," 3"," 1","29"," 0"," 0"," 1"," 3"
"M00046..Pyrimidine.degradation..uracil....beta.alanine..thymine....3.aminoisobutanoate","175"," 44","122","137","221","173","271","157","792","835","563","684","227","501","343"
"M00047..Creatine.pathway","38","26","21","15","33","11","40","48","72","46","44","41","49","42","35"
"M00048..Inosine.monophosphate.biosynthesis..PRPP...glutamine....IMP"," 632"," 143"," 375"," 418"," 623"," 421"," 613"," 477","1903","1413","1088","1289"," 802"," 897"," 632"
"M00049..Adenine.ribonucleotide.biosynthesis..IMP....ADP.ATP","1835"," 417","1149","1449","1768"," 867","1430","1210","3990","3209","2204","2556","2285","1850","1460"
"M00050..Guanine.ribonucleotide.biosynthesis.IMP....GDP.GTP","1819"," 466","1397","1468","1922","1111","1804","1505","4751","4091","2561","2836","2378","2521","1736"
"M00051..Uridine.monophosphate.biosynthesis..glutamine....PRPP.....UMP","280"," 79","390","145","220","157","233","175","684","533","509","449","344","367","267"
"M00052..Pyrimidine.ribonucleotide.biosynthesis..UMP....UDP.UTP.CDP.CTP","1368"," 345"," 692","1033","1589"," 557"," 917"," 749","2690","2026","1322","1468","1692","1153"," 850"
"M00053..Pyrimidine.deoxyribonuleotide.biosynthesis..CDP.CTP....dCDP.dCTP.dTDP.dTTP","1898"," 507","1236","1469","1722"," 906","1534","1330","3852","3108","2205","2336","2626","1830","1418"
"M00055..N.glycan.precursor.biosynthesis","298"," 70","147","204","241","141","300","198","813","637","482","552","327","376","322"
"M00057..Glycosaminoglycan.biosynthesis..linkage.tetrasaccharide","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"M00059..Glycosaminoglycan.biosynthesis..heparan.sulfate.backbone","3","0","1","2","1","0","0","1","2","5","1","1","1","0","2"
"M00060..KDO2.lipid.A.biosynthesis..Raetz.pathway..LpxL.LpxM.type","3","0","0","2","1","0","0","0","0","3","0","1","0","1","1"
"M00061..D.Glucuronate.degradation..D.glucuronate....pyruvate...D.glyceraldehyde.3P","0","0","0","3","0","0","0","0","0","0","3","0","0","0","0"
"M00063..CMP.KDO.biosynthesis","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0"
"M00064..ADP.L.glycero.D.manno.heptose.biosynthesis","0","0","0","2","3","2","0","2","2","1","6","4","2","2","3"
"M00065..GPI.anchor.biosynthesis..core.oligosaccharide","167"," 33"," 77","122","154"," 83","143"," 69","412","364","257","253","184","187","151"
"M00066..Lactosylceramide.biosynthesis","11"," 1"," 9","11","23"," 4","10"," 7","18","14","14","20"," 9","15"," 8"
"M00072..N.glycosylation.by.oligosaccharyltransferase","1079"," 173"," 450"," 744","1014"," 475"," 941"," 607","2655","2219","1377","2117","1159","1429","1072"
"M00073..N.glycan.precursor.trimming"," 552","  97"," 277"," 362"," 510"," 303"," 446"," 327","1408","1189"," 904","1014"," 570"," 721"," 586"
"M00074..N.glycan.biosynthesis..high.mannose.type"," 537","  91"," 267"," 346"," 492"," 295"," 434"," 318","1364","1164"," 881"," 988"," 540"," 700"," 569"
"M00076..Dermatan.sulfate.degradation","162"," 44","137","105","167","125","182","131","480","477","331","367","222","271","184"
"M00077..Chondroitin.sulfate.degradation","104"," 30"," 80"," 70"," 92"," 57","107"," 61","252","213","169","182","161","133","108"
"M00078..Heparan.sulfate.degradation","348"," 79","263","239","348","220","307","215","869","751","583","593","393","447","313"
"M00079..Keratan.sulfate.degradation","246"," 62","178","193","226","140","188","142","579","434","421","369","249","279","215"
"M00081..Pectin.degradation","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0"
"M00082..Fatty.acid.biosynthesis..initiation","289"," 66","248","200","326","209","281","248","913","655","628","601","341","453","371"
"M00083..Fatty.acid.biosynthesis..elongation","255"," 61","244","213","345","229","364","262","845","880","614","789","289","721","450"
"M00085..Fatty.acid.elongation.in.mitochondria","280"," 70","303","221","306","199","302","243","838","686","558","559","277","418","307"
"M00086..beta.Oxidation..acyl.CoA.synthesis","341","104","234","276","356","235","324","298","768","647","493","534","344","410","328"
"M00087..beta.Oxidation","2122"," 616","2011","1682","2323","1443","2169","1838","5679","4854","3925","3940","2354","2995","2310"
"M00088..Ketone.body.biosynthesis..acetyl.CoA....acetoacetate.3.hydroxybutyrate.acetone"," 835"," 205"," 737"," 593"," 892"," 590"," 761"," 647","1989","1701","1308","1481"," 815","1039"," 782"
"M00089..Triacylglycerol.biosynthesis","182"," 29","129","137","195","118","185","109","515","435","304","348","185","238","206"
"M00090..Phosphatidylcholine..PC..biosynthesis..choline....PC"," 61"," 16"," 25"," 43"," 80"," 34"," 74"," 38","168","124","112","112"," 65"," 93"," 66"
"M00091..Phosphatidylcholine..PC..biosynthesis..PE....PC","18"," 5"," 6"," 6","13"," 6"," 8"," 6","31","32","21","20"," 9","15"," 9"
"M00092..Phosphatidylethanolamine..PE..biosynthesis..ethanolamine....PE","104"," 17"," 34"," 70"," 96"," 55","113"," 66","259","187","142","201"," 92","144","107"
"M00093..Phosphatidylethanolamine..PE..biosynthesis..PA....PS....PE"," 369","  99"," 284"," 271"," 434"," 263"," 385"," 319","1267","1046"," 840"," 924"," 434"," 702"," 530"
"M00094..Ceramide.biosynthesis"," 376","  89"," 249"," 249"," 442"," 206"," 328"," 272","1009"," 759"," 556"," 630"," 384"," 465"," 322"
"M00095..C5.isoprenoid.biosynthesis..mevalonate.pathway","1074"," 224"," 725"," 778","1016"," 602"," 776"," 691","2221","1809","1386","1535"," 897","1007"," 814"
"M00096..C5.isoprenoid.biosynthesis..non.mevalonate.pathway"," 90","  9"," 27"," 59"," 60"," 29"," 57"," 51","145","116"," 95"," 59"," 63"," 41"," 47"
"M00097..beta.Carotene.biosynthesis..GGAP....beta.carotene","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"M00098..Acylglycerol.degradation","0","0","1","0","0","0","0","0","2","1","2","1","0","1","0"
"M00099..Sphingosine.biosynthesis"," 389","  90"," 254"," 258"," 456"," 213"," 340"," 280","1045"," 788"," 572"," 665"," 397"," 479"," 336"
"M00100..Sphingosine.degradation","129"," 15"," 42"," 97","113"," 33"," 67"," 59","192","162","131","134","133","102"," 74"
"M00101..Cholesterol.biosynthesis..squalene.2.3.epoxide....cholesterol","474"," 82","249","289","406","216","277","256","885","700","492","547","388","435","370"
"M00102..Ergocalciferol.biosynthesis..squalene.2.3.epoxide....ergosterol.ergocalciferol","369"," 61","167","211","321","133","211","179","665","528","379","413","281","286","280"
"M00103..Cholecalciferol.biosynthesis"," 1"," 1"," 2"," 4"," 5"," 3"," 3","19","14"," 4"," 3"," 7"," 1"," 0"," 1"
"M00104..Bile.acid.biosynthesis..cholesterol....cholate.chenodeoxycholate","239"," 54","167","197","292","167","267","170","636","557","392","451","290","411","275"
"M00113..Jasmonic.acid.biosynthesis"," 397"," 118"," 363"," 352"," 467"," 292"," 413"," 301","1032"," 851"," 695"," 666"," 449"," 521"," 384"
"M00114..Ascorbate.biosynthesis..plants..fructose.6P....ascorbate","114"," 31"," 93"," 97"," 95"," 58","112"," 69","281","222","212","169","147","144","108"
"M00115..NAD.biosynthesis..aspartate....quinolinate....NAD"," 55","  8"," 57"," 34"," 52"," 27"," 40"," 20","110"," 89"," 76"," 72"," 55"," 71"," 49"
"M00116..Menaquinone.biosynthesis..chorismate....polyprenyl.PP.....menaquinol"," 26","  6"," 37"," 22"," 43"," 20"," 20"," 34","110"," 87"," 60"," 48"," 21"," 46"," 31"
"M00117..Ubiquinone.biosynthesis..prokaryotes..chorismate....polyprenyl.PP.....ubiquinol"," 80"," 18"," 75"," 60"," 84"," 60"," 61"," 73","225","211","145","152"," 78","121"," 74"
"M00118..Glutathione.biosynthesis..glutamate....glutathione"," 775"," 321"," 288"," 538","1707"," 300"," 460"," 518","2789","1069"," 671"," 755"," 741"," 457"," 458"
"M00119..Pantothenate.biosynthesis..valine.L.aspartate....pantothenate","18"," 6","15","23","18"," 8","19","14","70","48","34","42","21","31","21"
"M00120..Coenzyme.A.biosynthesis..pantothenate....CoA","16","11","16"," 8","18","13","13","17","49","32","53","43","23","39","33"
"M00121..Heme.biosynthesis..plants.and.bacteria..glutamate....heme"," 533"," 135"," 417"," 413"," 603"," 364"," 534"," 393","1492","1229","1009","1075"," 579"," 771"," 563"
"M00122..Cobalamin.biosynthesis..cobyrinate.a.c.diamide....cobalamin","0","0","1","1","4","4","1","1","6","4","6","2","2","5","4"
"M00123..Biotin.biosynthesis..pimeloyl.ACP.CoA....biotin","45","12","31","19","36","23","31","36","93","75","75","93","42","38","38"
"M00124..Pyridoxal.P.biosynthesis..erythrose.4P....pyridoxal.P","189"," 67","213","212","268","107","202","179","407","341","304","274","232","227","188"
"M00125..Riboflavin.biosynthesis..plants.and.bacteria..GTP....riboflavin.FMN.FAD","4","0","5","0","5","1","0","0","3","1","0","1","0","0","0"
"M00126..Tetrahydrofolate.biosynthesis..GTP....THF","190"," 43"," 88","130","172"," 48"," 89"," 71","311","245","164","152","186","136","101"
"M00127..Thiamine.biosynthesis..prokaryotes..AIR....DXP.tyrosine.....TMP.TPP","1","0","6","1","4","1","1","0","1","1","2","0","1","2","3"
"M00128..Ubiquinone.biosynthesis..eukaryotes..4.hydroxybenzoate...polyprenyl.PP....ubiquinol","49"," 5","24","26","44","30","23","23","86","81","59","63","46","37","43"
"M00129..Ascorbate.biosynthesis..animals..glucose.1P....ascorbate"," 933"," 253"," 811"," 713"," 964"," 552"," 860"," 638","2344","1936","1429","1475","1044","1159"," 863"
"M00130..Inositol.phosphate.metabolism..PI...PIP2....Ins.1.4.5.P3....Ins.1.3.4.5.P4"," 306","  67"," 240"," 237"," 319"," 259"," 365"," 275","1097"," 952"," 710"," 716"," 396"," 518"," 423"
"M00131..Inositol.phosphate.metabolism..Ins.1.3.4.5.P4....Ins.1.3.4.P3....myo.inositol"," 3"," 2"," 1"," 7"," 3"," 2"," 9"," 5","11","16","12","12"," 5","10"," 7"
"M00133..Polyamine.biosynthesis..arginine....agmatine....putrescine....spermidine","29"," 3","23","17","23","10","29","17","73","71","22","36","48","28","25"
"M00134..Polyamine.biosynthesis..arginine....ornithine....putrescine","412"," 58","125","254","374","118","181","163","520","442","275","348","289","189","121"
"M00135..GABA.biosynthesis..eukaryotes..putrescine....GABA"," 4437"," 1238"," 4440"," 3242"," 6631"," 4229"," 6329"," 4957","17521","15922","10497","12916"," 4635","10222"," 7339"
"M00136..GABA.biosynthesis..prokaryotes..putrescine....GABA"," 39"," 14"," 50"," 19"," 59"," 33"," 77"," 48","158","172"," 83","138"," 59","114"," 83"
"M00137..Flavanone.biosynthesis..phenylalanine....naringenin","4","0","0","0","3","2","1","4","8","9","4","5","1","3","4"
"M00140..C1.unit.interconversion..prokaryotes","231"," 37","179","177","200","107","158","163","466","457","305","307","335","247","168"
"M00141..C1.unit.interconversion..eukaryotes"," 439"," 108"," 348"," 306"," 416"," 285"," 378"," 341","1061"," 939"," 746"," 707"," 565"," 585"," 446"
"M00142..NADH.ubiquinone.oxidoreductase..mitochondria","274"," 73","165","192","319","203","325","210","573","506","416","419","201","257","237"
"M00143..NADH.dehydrogenase..ubiquinone..Fe.S.protein.flavoprotein.complex..mitochondria"," 951"," 255"," 778"," 750","1060"," 659"," 892"," 820","2484","2153","1523","1793","1144","1357"," 933"
"M00144..NADH.quinone.oxidoreductase..prokaryotes"," 6220"," 2398"," 5597"," 6066","10035"," 5414"," 7951"," 5962","12321","10218"," 8582"," 8702"," 5709"," 7323"," 5764"
"M00145..NAD.P.H.quinone.oxidoreductase..chloroplasts.and.cyanobacteria","0","1","0","0","0","0","0","0","0","2","1","0","0","0","1"
"M00146..NADH.dehydrogenase..ubiquinone..1.alpha.subcomplex"," 96"," 25"," 76"," 92","120"," 67"," 98"," 79","282","235","170","165","124","131","113"
"M00147..NADH.dehydrogenase..ubiquinone..1.beta.subcomplex","17"," 4"," 4"," 7","31"," 7","17"," 8","26","35","17","24","17","21","16"
"M00148..Succinate.dehydrogenase..ubiquinone."," 728"," 138"," 473"," 525"," 808"," 451"," 703"," 536","1887","1619","1165","1504"," 819","1136"," 810"
"M00149..Succinate.dehydrogenase..prokaryotes"," 410"," 107"," 298"," 322"," 441"," 258"," 440"," 329","1032"," 886"," 677"," 812"," 440"," 580"," 452"
"M00150..Fumarate.reductase..prokaryotes","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"M00151..Cytochrome.bc1.complex.respiratory.unit"," 5702"," 2235"," 5989"," 5023"," 9294"," 5711"," 8664"," 7330","12952","11130"," 8921"," 9281"," 5282"," 7574"," 5833"
"M00152..Cytochrome.bc1.complex","2917","1161","2870","2719","4894","2921","4580","3792","6826","5797","4546","4787","2767","3849","3030"
"M00153..Cytochrome.bd.ubiquinol.oxidase","1","0","0","0","3","1","1","1","3","3","5","1","2","6","3"
"M00154..Cytochrome.c.oxidase","12083"," 3946","10319"," 9090","14834","10201","15428","13499","26881","22465","15359","18187","10214","13791","10499"
"M00155..Cytochrome.c.oxidase..prokaryotes"," 54342"," 20551"," 56630"," 47877"," 80922"," 53678"," 68944"," 65320","126927","105703"," 76730"," 80287"," 50871"," 66437"," 47885"
"M00156..Cytochrome.c.oxidase..cbb3.type","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"M00157..F.type.ATPase..prokaryotes.and.chloroplasts","3051"," 649","1705","2079","2842","1641","2623","2431","7132","6115","4160","5028","3368","3571","2747"
"M00158..F.type.ATPase..eukaryotes","1905"," 372","1062","1334","1678"," 952","1630","1563","4461","3802","2495","3051","2065","2202","1627"
"M00159..V.A.type.ATPase..prokaryotes","137"," 27"," 59","101","113"," 62"," 96"," 51","316","247","218","247","139","141","122"
"M00160..V.type.ATPase..eukaryotes","2088"," 409","1128","1508","1853"," 942","1666","1238","4559","3806","3052","3222","2098","2264","1838"
"M00161..Photosystem.II","0","0","6","2","1","0","1","0","1","0","1","0","0","0","2"
"M00162..Cytochrome.b6f.complex","1","1","2","0","0","0","0","0","1","0","0","1","0","0","0"
"M00163..Photosystem.I","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"M00165..Reductive.pentose.phosphate.cycle..Calvin.cycle."," 6236"," 1554"," 4906"," 4530"," 5454"," 3170"," 4362"," 4187","12961","10124"," 7816"," 7566"," 7613"," 5915"," 4539"
"M00166..Reductive.pentose.phosphate.cycle..ribulose.5P....glyceraldehyde.3P","4348","1057","3305","3116","3635","1936","2807","2836","8294","6300","4966","4867","5517","3748","2935"
"M00167..Reductive.pentose.phosphate.cycle..glyceraldehyde.3P....ribulose.5P","1888"," 497","1601","1414","1819","1234","1555","1351","4667","3824","2850","2699","2096","2167","1604"
"M00168..CAM..Crassulacean.acid.metabolism...dark"," 531"," 117"," 340"," 412"," 487"," 288"," 462"," 460","1272","1066"," 809"," 862"," 590"," 564"," 485"
"M00169..CAM..Crassulacean.acid.metabolism...light","207"," 46","126"," 93","178"," 98","156","145","493","346","259","316","172","193","169"
"M00170..C4.dicarboxylic.acid.cycle..phosphoenolpyruvate.carboxykinase.type","328"," 71","254","254","266","154","231","294","722","637","466","520","417","379","294"
"M00171..C4.dicarboxylic.acid.cycle..NAD...malic.enzyme.type"," 592"," 110"," 430"," 486"," 534"," 322"," 465"," 517","1376","1193"," 933"," 983"," 739"," 680"," 565"
"M00172..C4.dicarboxylic.acid.cycle..NADP...malic.enzyme.type","207"," 46","126"," 94","178"," 98","156","145","493","346","259","316","172","193","169"
"M00173..Reductive.citrate.cycle..Arnon.Buchanan.cycle."," 4386"," 1181"," 3077"," 3081"," 4489"," 2800"," 4263"," 3746","11045"," 9485"," 7142"," 7708"," 4912"," 5622"," 4387"
"M00174..Methane.oxidation..methanotroph..methane....formaldehyde","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"M00175..Nitrogen.fixation..nitrogen....ammonia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"M00176..Assimilatory.sulfate.reduction..sulfate....H2S"," 397"," 108"," 370"," 338"," 525"," 385"," 535"," 472","1559","1271","1048","1219"," 504"," 910"," 622"
"M00307..Pyruvate.oxidation..pyruvate....acetyl.CoA"," 672"," 164"," 381"," 523"," 738"," 385"," 701"," 602","1903","1555","1099","1370"," 766"," 934"," 755"
"M00308..Semi.phosphorylative.Entner.Doudoroff.pathway..gluconate....glycerate.3P","4348","1057","3305","3118","3634","1936","2807","2835","8293","6300","4967","4867","5518","3748","2934"
"M00309..Non.phosphorylative.Entner.Doudoroff.pathway..gluconate.galactonate....glycerate","2","0","0","0","3","0","0","0","0","6","2","1","1","5","1"
"M00338..Cysteine.biosynthesis..homocysteine...serine....cysteine","13"," 8"," 7","13","11"," 9","20"," 9","40","31","30","28"," 7","22"," 5"
"M00344..Formaldehyde.assimilation..xylulose.monophosphate.pathway","14"," 0","35"," 7","14"," 5","11","11","27","23","31","28","11","16","11"
"M00345..Formaldehyde.assimilation..ribulose.monophosphate.pathway","239"," 50","162","213","271","134","257","178","707","696","454","490","306","380","297"
"M00346..Formaldehyde.assimilation..serine.pathway","1754"," 422","1111","1297","1391"," 680","1043","1080","3268","2697","1975","2053","2274","1570","1151"
"M00356..Methanogenesis..methanol....methane","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"M00357..Methanogenesis..acetate....methane","297"," 66","229","200","318","279","359","316","863","796","572","586","287","466","349"
"M00358..Coenzyme.M.biosynthesis","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"M00364..C10.C20.isoprenoid.biosynthesis..bacteria"," 90","  9"," 26"," 57"," 61"," 29"," 56"," 50","142","116"," 88"," 59"," 63"," 42"," 46"
"M00365..C10.C20.isoprenoid.biosynthesis..archaea"," 89","  9"," 26"," 57"," 60"," 29"," 56"," 50","142","115"," 88"," 59"," 63"," 42"," 46"
"M00366..C10.C20.isoprenoid.biosynthesis..plants","193"," 36"," 95","124","129"," 77","132","123","342","286","201","155","182","126","107"
"M00367..C10.C20.isoprenoid.biosynthesis..non.plant.eukaryotes","264"," 48","134","173","188","112","199","167","566","469","323","295","237","220","188"
"M00368..Ethylene.biosynthesis..methionine....ethylene"," 455"," 122"," 442"," 327"," 570"," 298"," 565"," 369","1975","1756","1127","1203"," 538"," 844"," 593"
"M00373..Ethylmalonyl.pathway"," 806"," 213"," 637"," 566"," 888"," 557"," 807"," 635","2117","1860","1470","1641"," 751","1158"," 867"
"M00374..Dicarboxylate.hydroxybutyrate.cycle","1331"," 373"," 987"," 999","1424"," 852","1360","1161","3383","2892","2157","2495","1397","1744","1359"
"M00375..Hydroxypropionate.hydroxybutylate.cycle","391","117","353","294","465","299","395","329","989","875","691","757","371","519","419"
"M00376..3.Hydroxypropionate.bi.cycle"," 874"," 249"," 666"," 690"," 956"," 653"," 999"," 833","2454","2187","1723","1925"," 991","1324","1047"
"M00377..Reductive.acetyl.CoA.pathway..Wood.Ljungdahl.pathway.","146"," 25"," 86"," 96","110"," 76","117"," 88","287","282","185","202","192","153","107"
"M00378..F420.biosynthesis","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"M00415..Fatty.acid.elongation.in.endoplasmic.reticulum","163"," 46","107"," 94","138","103","174","123","377","320","234","249","173","194","146"
"M00416..Cytochrome.aa3.600.menaquinol.oxidase","2","1","2","1","0","0","1","1","1","1","2","2","2","0","2"
"M00417..Cytochrome.o.ubiquinol.oxidase","6","0","1","0","1","1","0","1","2","0","3","0","0","1","2"
"M00418..Toluene.degradation..anaerobic..toluene....benzoyl.CoA","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0"
"M00432..Leucine.biosynthesis..2.oxoisovalerate....2.oxoisocaproate"," 5"," 1"," 2"," 3"," 7"," 2"," 4"," 2","10"," 6"," 5"," 5"," 0"," 7"," 1"
"M00433..Lysine.biosynthesis..2.oxoglutarate....2.oxoadipate"," 47"," 14"," 29"," 40"," 50"," 38"," 29"," 57","113","110"," 74"," 69"," 44"," 66"," 54"
"M00525..Lysine.biosynthesis..acetyl.DAP.pathway..aspartate....lysine"," 6"," 1"," 4"," 5","21"," 1"," 9"," 1"," 5","10"," 7"," 7","10"," 4"," 8"
"M00526..Lysine.biosynthesis..DAP.dehydrogenase.pathway..aspartate....lysine"," 7"," 1"," 3"," 5","23"," 1"," 8"," 1"," 4","10"," 8"," 7","10"," 4"," 8"
